"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","Selling Agent ID","LSC List Side","List Office Primary Board ID"
"1","U8149894","SLD","193 CREPE MYRTLE DR","GROVELAND","34736","THE CASCADES OF GROVELAND","2,718","$460,000","3","2","1","2006","Private","Single Family Residence","$3,037.00","21","21","21","Conventional","03/14/2022","$169.21","$169.24","1.00","ZILLOW HOMES INC.","Angela James","282021475","272507249","261225868","Pinellas Suncoast","Pinellas Suncoast"
"1","T3313475","SLD","6979 PERCH HAMMOCK LOOP","GROVELAND","34736","TRINITY LAKES 60","2,911","$462,210","4","3","1","2021","Community","Single Family Residence","$2,271.47","59","59","59","Conventional","05/27/2022","$158.78","$158.78","1.00","LENNAR REALTY","Ben Goldstein","261550712","781016","261550712","Tampa","Tampa"
"1","G5050925","SLD","319 SALT MARSH LN","GROVELAND","34736","CASCADES/GROVELAND PH 2","2,407","$465,000","2","2","1","2015","Community","Single Family Residence","$5,093.70","2","2","10","Conventional","03/04/2022","$182.38","$193.19","1.06","COLDWELL BANKER TONY HUBBARD","Sarah Cardwell","260505869","260503900","261227301","Lake and Sumter","Lake and Sumter"
"1","S5060371","SLD","465 KESTREL DR","GROVELAND","34736","EAGLE POINTE PH IV","2,765","$465,000","4","2","1","2017","None","Single Family Residence","$3,755.96","34","34","34","Cash","02/28/2022","$171.79","$168.17","0.98","ROOPAN REALTY INC","Ravea Roopan","268007467","261014963","261085013","Osceola","Osceola"
"1","O5988387","SLD","737 JUPITER BEACH DR","GROVELAND","34736","PRESERVE AT SUNRISE","3,198","$467,871","5","3","1","2021","Community","Single Family Residence","$613.59","56","56","56","Conventional","03/14/2022","$149.48","$146.3","0.98","HANOVER FAMILY BUILDERS LLC","Stephen Wood","503396231","260504603","261213640","Orlando Regional","Orlando Regional"
"1","O6020200","SLD","434 SAUVIGNON WAY","GROVELAND","34736","VINEYARD","2,841","$475,000","4","3","0","2013","None","Single Family Residence","$0.00","0","0","3","Conventional","06/27/2022","$167.19","$167.19","1.00","KELLER WILLIAMS ADVANTAGE REALTY","Tonya Giddens","261074810","260505076","260562593","Orlando Regional","Orlando Regional"
"1","O5991089","SLD","573 JUNIPER SPRINGS DR","GROVELAND","34736","WATERSIDE POINTE PH I I P S T","2,830","$475,900","4","3","1","2009","None","Single Family Residence","$4,364.00","6","6","6","Conventional","01/27/2022","$168.16","$168.16","1.00","THE REAL ESTATE STORE INC","Eileen Winfrey","301000864","260505076","292501679","Orlando Regional","Orlando Regional"
"1","T3373883","SLD","475 KESTREL DR","GROVELAND","34736","EAGLE POINTE","1,252","$479,900","4","2","1","2016","None","Single Family Residence","$2,878.00","3","3","3","Conventional","06/30/2022","$383.31","$383.31","1.00","OFFERPAD BROKERAGE","Rob Jones","147005203","261012158","261213943","Tampa","Tampa"
"1","G5047873","SLD","243 SILVER MAPLE RD","GROVELAND","34736","CASCADES OF GROVELAND","2,534","$480,000","2","2","1","2017","Community","Single Family Residence","$6,680.86","143","143","143","Conventional","04/25/2022","$195.34","$189.42","0.97","FLORIDA PLUS REALTY, LLC","Diana Stone","260500203","260503900","261205443","Lake and Sumter","Lake and Sumter"
"1","G5054851","SLD","607 SILVERTHORN PL","GROVELAND","34736","CRESTRIDGE AT ESTATES","2,913","$488,000","5","3","1","2016","None","Single Family Residence","$3,669.00","20","20","20","Cash","06/27/2022","$166.50","$167.52","1.01","OLYMPUS EXECUTIVE REALTY INC","Jorge Mulet, Sr, PA","260503431","261015965","261218315","Lake and Sumter","Orlando Regional"
"1","J948266","SLD","651 BLACK EAGLE DR","GROVELAND","34736","EAGLE POINTE PH 4","2,333","$489,000","4","2","0","2018","None","Single Family Residence","$4,057.00","0","0","-34","Conventional","06/10/2022","$209.60","$209.6","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","260503461","734272500","For Future Use","Other"
"1","S5061730","SLD","248 BAYOU BEND RD","GROVELAND","34736","GROVELAND CASCADES GROVELAND PH 01","2,403","$499,000","3","3","0","2006","Private, Community","Single Family Residence","$5,592.00","4","4","4","Conventional","02/28/2022","$207.66","$207.66","1.00","COLDWELL BANKER ACKLEY REALTY","David Warzycha","260510023","260031891","272561989","Osceola","Osceola"
"1","G5048894","SLD","144 SILVER MAPLE RD.","GROVELAND","34736","CASCADES OF GROVELAND","2,002","$500,000","2","2","1","2020","Community","Single Family Residence","$5,161.00","1","1","1","Conventional","01/04/2022","$257.24","$249.75","0.97","ARELLANO REALTY & INVESTMENTS","Nicole Coello","260505511","261014038","261218331","Lake and Sumter","Lake and Sumter"
